photo_file,photo_id,signal_info.movement,departure_time,car_type,lane,car_info.movement,Tracking_ID
EW04_20220726183000,EW04_20220726183000_00000.jpg,t,00:00.00,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00004.jpg,t,00:02.00,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00006.jpg,t,00:03.00,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00008.jpg,t,00:04.00,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00011.jpg,t,00:05.50,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00013.jpg,t,00:06.50,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00014.jpg,t,00:07.00,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00015.jpg,t,00:07.50,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00018.jpg,t,00:09.00,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00020.jpg,t,00:10.00,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00023.jpg,t,00:11.50,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00023.jpg,t,00:11.50,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00026.jpg,t,00:13.00,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00027.jpg,t,00:13.50,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00029.jpg,t,00:14.50,car,6,r,0
EW04_20220726183000,EW04_20220726183000_00029.jpg,t,00:14.50,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00031.jpg,t,00:15.50,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00031.jpg,t,00:15.50,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00036.jpg,t,00:18.00,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00037.jpg,y,00:18.50,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00038.jpg,y,00:19.00,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00041.jpg,s,00:20.50,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00041.jpg,s,00:20.50,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00041.jpg,s,00:20.50,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00048.jpg,s,00:24.00,car,6,r,0
EW04_20220726183000,EW04_20220726183000_00072.jpg,s,00:36.00,car,6,r,0
EW04_20220726183000,EW04_20220726183000_00110.jpg,s,00:55.00,bike,1,u,0
EW04_20220726183000,EW04_20220726183000_00114.jpg,s,00:57.00,car,1,u,0
EW04_20220726183000,EW04_20220726183000_00119.jpg,s,00:59.50,car,1,u,0
EW04_20220726183000,EW04_20220726183000_00127.jpg,s,01:03.50,car,1,u,0
EW04_20220726183000,EW04_20220726183000_00143.jpg,s,01:11.50,car,1,u,0
EW04_20220726183000,EW04_20220726183000_00148.jpg,s,01:14.00,car,1,u,0
EW04_20220726183000,EW04_20220726183000_00169.jpg,s,01:24.50,car,1,u,0
EW04_20220726183000,EW04_20220726183000_00177.jpg,s,01:28.50,car,1,u,0
EW04_20220726183000,EW04_20220726183000_00183.jpg,s,01:31.50,car,1,u,0
EW04_20220726183000,EW04_20220726183000_00202.jpg,s,01:41.00,bike,6,r,0
EW04_20220726183000,EW04_20220726183000_00245.jpg,s,02:02.50,small_truck,1,u,0
EW04_20220726183000,EW04_20220726183000_00255.jpg,tl,02:07.50,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00255.jpg,tl,02:07.50,car,1,l,0
EW04_20220726183000,EW04_20220726183000_00258.jpg,tl,02:09.00,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00259.jpg,tl,02:09.50,car,2,l,0
EW04_20220726183000,EW04_20220726183000_00260.jpg,tl,02:10.00,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00261.jpg,tl,02:10.50,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00263.jpg,tl,02:11.50,small_truck,3,t,0
EW04_20220726183000,EW04_20220726183000_00265.jpg,tl,02:12.50,car,2,t,0
EW04_20220726183000,EW04_20220726183000_00265.jpg,tl,02:12.50,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00267.jpg,tl,02:13.50,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00268.jpg,tl,02:14.00,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00268.jpg,tl,02:14.00,small_truck,2,l,0
EW04_20220726183000,EW04_20220726183000_00273.jpg,tl,02:16.50,unknown,3,t,0
EW04_20220726183000,EW04_20220726183000_00273.jpg,tl,02:16.50,car,2,l,0
EW04_20220726183000,EW04_20220726183000_00273.jpg,tl,02:16.50,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00275.jpg,tl,02:17.50,bus,5,t,0
EW04_20220726183000,EW04_20220726183000_00276.jpg,tl,02:18.00,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00281.jpg,tl,02:20.50,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00281.jpg,tl,02:20.50,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00282.jpg,tl,02:21.00,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00283.jpg,tl,02:21.50,car,2,t,0
EW04_20220726183000,EW04_20220726183000_00284.jpg,tl,02:22.00,small_truck,4,t,0
EW04_20220726183000,EW04_20220726183000_00286.jpg,tl,02:23.00,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00286.jpg,tl,02:23.00,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00288.jpg,t,02:24.00,bike,2,t,0
EW04_20220726183000,EW04_20220726183000_00288.jpg,t,02:24.00,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00291.jpg,t,02:25.50,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00293.jpg,t,02:26.50,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00294.jpg,t,02:27.00,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00295.jpg,t,02:27.50,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00299.jpg,t,02:29.50,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00300.jpg,t,02:30.00,car,5,l,0
EW04_20220726183000,EW04_20220726183000_00302.jpg,t,02:31.00,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00304.jpg,t,02:32.00,bike,3,t,0
EW04_20220726183000,EW04_20220726183000_00306.jpg,t,02:33.00,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00308.jpg,t,02:34.00,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00312.jpg,t,02:36.00,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00317.jpg,t,02:38.50,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00318.jpg,t,02:39.00,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00328.jpg,t,02:44.00,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00339.jpg,t,02:49.50,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00341.jpg,t,02:50.50,bike,6,t,0
EW04_20220726183000,EW04_20220726183000_00342.jpg,t,02:51.00,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00345.jpg,t,02:52.50,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00349.jpg,t,02:54.50,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00350.jpg,t,02:55.00,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00350.jpg,t,02:55.00,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00354.jpg,t,02:57.00,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00355.jpg,t,02:57.50,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00355.jpg,t,02:57.50,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00358.jpg,y,02:59.00,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00360.jpg,y,03:00.00,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00361.jpg,s,03:00.50,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00362.jpg,s,03:01.00,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00428.jpg,s,03:34.00,car,6,r,0
EW04_20220726183000,EW04_20220726183000_00434.jpg,s,03:37.00,bike,1,u,0
EW04_20220726183000,EW04_20220726183000_00436.jpg,s,03:38.00,car,1,u,0
EW04_20220726183000,EW04_20220726183000_00446.jpg,s,03:43.00,car,1,u,0
EW04_20220726183000,EW04_20220726183000_00488.jpg,s,04:04.00,car,1,u,0
EW04_20220726183000,EW04_20220726183000_00495.jpg,s,04:07.50,car,1,u,0
EW04_20220726183000,EW04_20220726183000_00517.jpg,s,04:18.50,car,1,u,0
EW04_20220726183000,EW04_20220726183000_00523.jpg,s,04:21.50,car,6,r,0
EW04_20220726183000,EW04_20220726183000_00571.jpg,tl,04:45.50,car,1,l,0
EW04_20220726183000,EW04_20220726183000_00573.jpg,tl,04:46.50,bike,1,t,0
EW04_20220726183000,EW04_20220726183000_00575.jpg,tl,04:47.50,bike,5,t,0
EW04_20220726183000,EW04_20220726183000_00576.jpg,tl,04:48.00,car,1,l,0
EW04_20220726183000,EW04_20220726183000_00576.jpg,tl,04:48.00,car,2,l,0
EW04_20220726183000,EW04_20220726183000_00578.jpg,tl,04:49.00,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00579.jpg,tl,04:49.50,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00580.jpg,tl,04:50.00,car,2,l,0
EW04_20220726183000,EW04_20220726183000_00580.jpg,tl,04:50.00,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00581.jpg,tl,04:50.50,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00583.jpg,tl,04:51.50,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00584.jpg,tl,04:52.00,car,2,l,0
EW04_20220726183000,EW04_20220726183000_00584.jpg,tl,04:52.00,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00586.jpg,tl,04:53.00,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00586.jpg,tl,04:53.00,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00590.jpg,tl,04:55.00,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00591.jpg,tl,04:55.50,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00591.jpg,tl,04:55.50,car,6,t,0
EW04_20220726183000,EW04_20220726183000_00592.jpg,tl,04:56.00,car,2,l,0
EW04_20220726183000,EW04_20220726183000_00594.jpg,tl,04:57.00,car,3,t,0
EW04_20220726183000,EW04_20220726183000_00595.jpg,tl,04:57.50,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00595.jpg,tl,04:57.50,car,4,t,0
EW04_20220726183000,EW04_20220726183000_00599.jpg,tl,04:59.50,car,5,t,0
EW04_20220726183000,EW04_20220726183000_00599.jpg,tl,04:59.50,car,3,t,0
