photo_file,photo_id,signal_info.movement,departure_time,car_type,lane,car_info.movement,Tracking_ID
EW04_20220726083000,EW04_20220726083000_00000.jpg,t,00:00.00,small_truck,3,t,0
EW04_20220726083000,EW04_20220726083000_00004.jpg,t,00:02.00,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00005.jpg,t,00:02.50,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00010.jpg,t,00:05.00,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00016.jpg,t,00:08.00,small_truck,4,t,0
EW04_20220726083000,EW04_20220726083000_00031.jpg,t,00:15.50,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00125.jpg,s,01:02.50,car,1,u,0
EW04_20220726083000,EW04_20220726083000_00183.jpg,s,01:31.50,car,1,u,0
EW04_20220726083000,EW04_20220726083000_00187.jpg,s,01:33.50,car,1,u,0
EW04_20220726083000,EW04_20220726083000_00192.jpg,s,01:36.00,car,1,u,0
EW04_20220726083000,EW04_20220726083000_00223.jpg,s,01:51.50,bus,6,r,0
EW04_20220726083000,EW04_20220726083000_00233.jpg,s,01:56.50,bus,6,r,0
EW04_20220726083000,EW04_20220726083000_00258.jpg,tl,02:09.00,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00259.jpg,tl,02:09.50,car,2,l,0
EW04_20220726083000,EW04_20220726083000_00259.jpg,tl,02:09.50,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00260.jpg,tl,02:10.00,car,1,l,0
EW04_20220726083000,EW04_20220726083000_00260.jpg,tl,02:10.00,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00263.jpg,tl,02:11.50,car,2,l,0
EW04_20220726083000,EW04_20220726083000_00264.jpg,tl,02:12.00,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00265.jpg,tl,02:12.50,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00267.jpg,tl,02:13.50,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00267.jpg,tl,02:13.50,car,2,l,0
EW04_20220726083000,EW04_20220726083000_00267.jpg,tl,02:13.50,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00269.jpg,tl,02:14.50,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00271.jpg,tl,02:15.50,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00273.jpg,tl,02:16.50,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00273.jpg,tl,02:16.50,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00275.jpg,tl,02:17.50,bus,2,l,0
EW04_20220726083000,EW04_20220726083000_00277.jpg,t,02:18.50,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00277.jpg,t,02:18.50,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00278.jpg,t,02:19.00,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00280.jpg,t,02:20.00,small_truck,3,t,0
EW04_20220726083000,EW04_20220726083000_00281.jpg,t,02:20.50,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00285.jpg,t,02:22.50,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00285.jpg,t,02:22.50,small_truck,5,t,0
EW04_20220726083000,EW04_20220726083000_00288.jpg,t,02:24.00,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00288.jpg,t,02:24.00,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00289.jpg,t,02:24.50,large_truck,3,t,0
EW04_20220726083000,EW04_20220726083000_00292.jpg,t,02:26.00,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00294.jpg,t,02:27.00,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00295.jpg,t,02:27.50,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00297.jpg,t,02:28.50,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00298.jpg,t,02:29.00,small_truck,5,t,0
EW04_20220726083000,EW04_20220726083000_00299.jpg,t,02:29.50,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00301.jpg,t,02:30.50,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00301.jpg,t,02:30.50,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00303.jpg,t,02:31.50,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00306.jpg,t,02:33.00,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00307.jpg,t,02:33.50,bus,4,t,0
EW04_20220726083000,EW04_20220726083000_00307.jpg,t,02:33.50,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00311.jpg,t,02:35.50,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00313.jpg,t,02:36.50,bus,5,t,0
EW04_20220726083000,EW04_20220726083000_00315.jpg,t,02:37.50,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00318.jpg,t,02:39.00,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00319.jpg,t,02:39.50,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00325.jpg,t,02:42.50,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00325.jpg,t,02:42.50,bus,5,t,0
EW04_20220726083000,EW04_20220726083000_00329.jpg,t,02:44.50,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00333.jpg,t,02:46.50,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00335.jpg,t,02:47.50,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00339.jpg,t,02:49.50,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00340.jpg,t,02:50.00,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00344.jpg,t,02:52.00,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00344.jpg,t,02:52.00,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00348.jpg,t,02:54.00,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00358.jpg,y,02:59.00,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00361.jpg,s,03:00.50,car,6,r,0
EW04_20220726083000,EW04_20220726083000_00418.jpg,s,03:29.00,car,5,r,0
EW04_20220726083000,EW04_20220726083000_00444.jpg,s,03:42.00,car,1,u,0
EW04_20220726083000,EW04_20220726083000_00453.jpg,s,03:46.50,car,1,u,0
EW04_20220726083000,EW04_20220726083000_00459.jpg,s,03:49.50,car,1,u,0
EW04_20220726083000,EW04_20220726083000_00493.jpg,s,04:06.50,car,1,u,0
EW04_20220726083000,EW04_20220726083000_00520.jpg,s,04:20.00,car,1,u,0
EW04_20220726083000,EW04_20220726083000_00527.jpg,s,04:23.50,car,6,r,0
EW04_20220726083000,EW04_20220726083000_00539.jpg,s,04:29.50,car,6,r,0
EW04_20220726083000,EW04_20220726083000_00574.jpg,tl,04:47.00,car,2,l,0
EW04_20220726083000,EW04_20220726083000_00575.jpg,tl,04:47.50,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00577.jpg,tl,04:48.50,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00578.jpg,tl,04:49.00,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00580.jpg,tl,04:50.00,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00582.jpg,tl,04:51.00,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00584.jpg,tl,04:52.00,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00585.jpg,tl,04:52.50,unknown,4,t,0
EW04_20220726083000,EW04_20220726083000_00587.jpg,tl,04:53.50,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00589.jpg,tl,04:54.50,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00590.jpg,tl,04:55.00,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00593.jpg,tl,04:56.50,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00593.jpg,tl,04:56.50,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00595.jpg,tl,04:57.50,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00597.jpg,t,04:58.50,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00598.jpg,t,04:59.00,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00600.jpg,t,05:00.00,car,5,t,0
EW04_20220726083000,EW04_20220726083000_00600.jpg,t,05:00.00,car,4,t,0
EW04_20220726083000,EW04_20220726083000_00601.jpg,t,05:00.50,car,3,t,0
EW04_20220726083000,EW04_20220726083000_00602.jpg,t,05:01.00,car,4,t,0
