photo_file,photo_id,signal_info.movement,departure_time,car_type,lane,car_info.movement,Tracking_ID
EW04_20220726180000,EW04_20220726180000_00021.jpg,tl,00:10.50,car,4,t,0
EW04_20220726180000,EW04_20220726180000_00023.jpg,tl,00:11.50,car,3,t,0
EW04_20220726180000,EW04_20220726180000_00024.jpg,tl,00:12.00,car,2,l,0
EW04_20220726180000,EW04_20220726180000_00024.jpg,tl,00:12.00,car,4,t,0
EW04_20220726180000,EW04_20220726180000_00026.jpg,tl,00:13.00,car,1,l,0
EW04_20220726180000,EW04_20220726180000_00026.jpg,tl,00:13.00,car,3,t,0
EW04_20220726180000,EW04_20220726180000_00028.jpg,tl,00:14.00,car,5,t,0
EW04_20220726180000,EW04_20220726180000_00031.jpg,tl,00:15.50,car,2,l,0
EW04_20220726180000,EW04_20220726180000_00031.jpg,tl,00:15.50,car,1,l,0
EW04_20220726180000,EW04_20220726180000_00031.jpg,tl,00:15.50,car,3,t,0
EW04_20220726180000,EW04_20220726180000_00033.jpg,tl,00:16.50,car,5,t,0
EW04_20220726180000,EW04_20220726180000_00033.jpg,tl,00:16.50,car,4,t,0
EW04_20220726180000,EW04_20220726180000_00035.jpg,tl,00:17.50,car,1,l,0
EW04_20220726180000,EW04_20220726180000_00035.jpg,tl,00:17.50,car,3,t,0
EW04_20220726180000,EW04_20220726180000_00036.jpg,tl,00:18.00,car,2,l,0
EW04_20220726180000,EW04_20220726180000_00038.jpg,tl,00:19.00,car,5,t,0
EW04_20220726180000,EW04_20220726180000_00039.jpg,tl,00:19.50,car,2,l,0
EW04_20220726180000,EW04_20220726180000_00041.jpg,tl,00:20.50,car,3,t,0
EW04_20220726180000,EW04_20220726180000_00042.jpg,tl,00:21.00,car,4,t,0
EW04_20220726180000,EW04_20220726180000_00044.jpg,tl,00:22.00,car,5,t,0
EW04_20220726180000,EW04_20220726180000_00045.jpg,tl,00:22.50,car,3,t,0
EW04_20220726180000,EW04_20220726180000_00048.jpg,t,00:24.00,car,4,t,0
EW04_20220726180000,EW04_20220726180000_00051.jpg,t,00:25.50,car,3,t,0
EW04_20220726180000,EW04_20220726180000_00052.jpg,t,00:26.00,car,4,t,0
EW04_20220726180000,EW04_20220726180000_00056.jpg,t,00:28.00,small_truck,4,t,0
EW04_20220726180000,EW04_20220726180000_00059.jpg,t,00:29.50,car,4,t,0
EW04_20220726180000,EW04_20220726180000_00063.jpg,t,00:31.50,car,4,t,0
EW04_20220726180000,EW04_20220726180000_00063.jpg,t,00:31.50,car,3,t,0
EW04_20220726180000,EW04_20220726180000_00069.jpg,t,00:34.50,car,6,r,0
EW04_20220726180000,EW04_20220726180000_00070.jpg,t,00:35.00,car,4,t,0
EW04_20220726180000,EW04_20220726180000_00070.jpg,t,00:35.00,car,3,t,0
EW04_20220726180000,EW04_20220726180000_00077.jpg,t,00:38.50,car,3,t,0
EW04_20220726180000,EW04_20220726180000_00080.jpg,t,00:40.00,car,4,t,0
EW04_20220726180000,EW04_20220726180000_00081.jpg,t,00:40.50,car,6,r,0
