photo_file,photo_id,signal_info.movement,departure_time,car_type,lane,car_info.movement,Tracking_ID
EW04_20220726074500,EW04_20220726074500_00087.jpg,s,00:43.50,car,1,u,0
EW04_20220726074500,EW04_20220726074500_00170.jpg,s,01:25.00,car,6,r,0
EW04_20220726074500,EW04_20220726074500_00215.jpg,tl,01:47.50,car,2,l,0
EW04_20220726074500,EW04_20220726074500_00218.jpg,tl,01:49.00,car,3,t,0
EW04_20220726074500,EW04_20220726074500_00218.jpg,tl,01:49.00,car,5,t,0
EW04_20220726074500,EW04_20220726074500_00220.jpg,tl,01:50.00,car,2,l,0
EW04_20220726074500,EW04_20220726074500_00221.jpg,tl,01:50.50,small_truck,1,u,0
EW04_20220726074500,EW04_20220726074500_00221.jpg,tl,01:50.50,car,4,t,0
EW04_20220726074500,EW04_20220726074500_00222.jpg,tl,01:51.00,car,3,t,0
EW04_20220726074500,EW04_20220726074500_00225.jpg,tl,01:52.50,car,2,l,0
EW04_20220726074500,EW04_20220726074500_00226.jpg,tl,01:53.00,car,4,t,0
EW04_20220726074500,EW04_20220726074500_00227.jpg,tl,01:53.50,small_truck,5,t,0
EW04_20220726074500,EW04_20220726074500_00228.jpg,tl,01:54.00,car,3,t,0
EW04_20220726074500,EW04_20220726074500_00230.jpg,tl,01:55.00,small_truck,4,t,0
EW04_20220726074500,EW04_20220726074500_00231.jpg,tl,01:55.50,car,5,t,0
EW04_20220726074500,EW04_20220726074500_00235.jpg,t,01:57.50,car,4,t,0
EW04_20220726074500,EW04_20220726074500_00236.jpg,t,01:58.00,car,3,t,0
EW04_20220726074500,EW04_20220726074500_00239.jpg,t,01:59.50,car,3,t,0
EW04_20220726074500,EW04_20220726074500_00240.jpg,t,02:00.00,small_truck,5,t,0
EW04_20220726074500,EW04_20220726074500_00242.jpg,t,02:01.00,car,4,t,0
EW04_20220726074500,EW04_20220726074500_00242.jpg,t,02:01.00,car,3,t,0
EW04_20220726074500,EW04_20220726074500_00245.jpg,t,02:02.50,car,3,t,0
EW04_20220726074500,EW04_20220726074500_00245.jpg,t,02:02.50,car,5,t,0
EW04_20220726074500,EW04_20220726074500_00248.jpg,t,02:04.00,car,4,t,0
EW04_20220726074500,EW04_20220726074500_00252.jpg,t,02:06.00,bus,4,t,0
EW04_20220726074500,EW04_20220726074500_00253.jpg,t,02:06.50,car,3,t,0
EW04_20220726074500,EW04_20220726074500_00255.jpg,t,02:07.50,bus,5,t,0
EW04_20220726074500,EW04_20220726074500_00257.jpg,t,02:08.50,car,3,t,0
