photo_file,photo_id,signal_info.movement,departure_time,car_type,lane,car_info.movement,Tracking_ID
EW04_20220726072500,EW04_20220726072500_00005.jpg,s,00:02.50,small_truck,6,r,0
EW04_20220726072500,EW04_20220726072500_00014.jpg,s,00:07.00,car,6,t,0
EW04_20220726072500,EW04_20220726072500_00057.jpg,tl,00:28.50,car,4,t,0
EW04_20220726072500,EW04_20220726072500_00058.jpg,tl,00:29.00,car,5,t,0
EW04_20220726072500,EW04_20220726072500_00060.jpg,tl,00:30.00,car,4,t,0
EW04_20220726072500,EW04_20220726072500_00061.jpg,tl,00:30.50,car,3,t,0
EW04_20220726072500,EW04_20220726072500_00061.jpg,tl,00:30.50,car,2,l,0
EW04_20220726072500,EW04_20220726072500_00063.jpg,tl,00:31.50,car,3,t,0
EW04_20220726072500,EW04_20220726072500_00065.jpg,tl,00:32.50,car,1,u,0
EW04_20220726072500,EW04_20220726072500_00067.jpg,tl,00:33.50,car,3,t,0
EW04_20220726072500,EW04_20220726072500_00067.jpg,tl,00:33.50,car,4,t,0
EW04_20220726072500,EW04_20220726072500_00070.jpg,tl,00:35.00,car,4,t,0
EW04_20220726072500,EW04_20220726072500_00070.jpg,tl,00:35.00,bus,5,t,0
EW04_20220726072500,EW04_20220726072500_00072.jpg,tl,00:36.00,bike,4,t,0
EW04_20220726072500,EW04_20220726072500_00073.jpg,tl,00:36.50,small_truck,3,t,0
EW04_20220726072500,EW04_20220726072500_00075.jpg,t,00:37.50,small_truck,4,t,0
EW04_20220726072500,EW04_20220726072500_00076.jpg,t,00:38.00,car,3,t,0
EW04_20220726072500,EW04_20220726072500_00076.jpg,t,00:38.00,bus,5,t,0
EW04_20220726072500,EW04_20220726072500_00079.jpg,t,00:39.50,car,3,t,0
EW04_20220726072500,EW04_20220726072500_00080.jpg,t,00:40.00,car,4,t,0
EW04_20220726072500,EW04_20220726072500_00081.jpg,t,00:40.50,car,5,t,0
EW04_20220726072500,EW04_20220726072500_00082.jpg,t,00:41.00,car,3,t,0
EW04_20220726072500,EW04_20220726072500_00084.jpg,t,00:42.00,car,4,t,0
EW04_20220726072500,EW04_20220726072500_00084.jpg,t,00:42.00,car,5,t,0
EW04_20220726072500,EW04_20220726072500_00087.jpg,t,00:43.50,car,3,t,0
EW04_20220726072500,EW04_20220726072500_00089.jpg,t,00:44.50,car,4,t,0
EW04_20220726072500,EW04_20220726072500_00090.jpg,t,00:45.00,car,3,t,0
EW04_20220726072500,EW04_20220726072500_00093.jpg,t,00:46.50,car,4,t,0
EW04_20220726072500,EW04_20220726072500_00096.jpg,t,00:48.00,car,3,t,0
EW04_20220726072500,EW04_20220726072500_00097.jpg,t,00:48.50,car,4,t,0
EW04_20220726072500,EW04_20220726072500_00098.jpg,t,00:49.00,car,5,t,0
EW04_20220726072500,EW04_20220726072500_00099.jpg,t,00:49.50,bike,5,t,0
EW04_20220726072500,EW04_20220726072500_00102.jpg,t,00:51.00,car,3,t,0
EW04_20220726072500,EW04_20220726072500_00104.jpg,t,00:52.00,bike,3,t,0
EW04_20220726072500,EW04_20220726072500_00107.jpg,t,00:53.50,car,4,t,0
EW04_20220726072500,EW04_20220726072500_00110.jpg,t,00:55.00,car,3,t,0
EW04_20220726072500,EW04_20220726072500_00116.jpg,t,00:58.00,car,3,t,0
EW04_20220726072500,EW04_20220726072500_00120.jpg,t,01:00.00,car,2,t,0
EW04_20220726072500,EW04_20220726072500_00121.jpg,t,01:00.50,car,6,r,0
EW04_20220726072500,EW04_20220726072500_00125.jpg,t,01:02.50,car,4,t,0
EW04_20220726072500,EW04_20220726072500_00128.jpg,t,01:04.00,car,3,t,0
EW04_20220726072500,EW04_20220726072500_00133.jpg,t,01:06.50,small_truck,4,t,0
EW04_20220726072500,EW04_20220726072500_00247.jpg,s,02:03.50,car,1,u,0
EW04_20220726072500,EW04_20220726072500_00255.jpg,s,02:07.50,small_truck,1,u,0
EW04_20220726072500,EW04_20220726072500_00274.jpg,s,02:17.00,car,1,u,0
EW04_20220726072500,EW04_20220726072500_00292.jpg,s,02:26.00,car,1,u,0
EW04_20220726072500,EW04_20220726072500_00297.jpg,s,02:28.50,car,1,u,0
EW04_20220726072500,EW04_20220726072500_00376.jpg,tl,03:08.00,car,2,l,0
EW04_20220726072500,EW04_20220726072500_00377.jpg,tl,03:08.50,bike,6,t,0
EW04_20220726072500,EW04_20220726072500_00378.jpg,tl,03:09.00,bus,1,l,0
EW04_20220726072500,EW04_20220726072500_00379.jpg,tl,03:09.50,car,5,t,0
EW04_20220726072500,EW04_20220726072500_00379.jpg,tl,03:09.50,car,3,t,0
EW04_20220726072500,EW04_20220726072500_00383.jpg,tl,03:11.50,car,3,t,0
EW04_20220726072500,EW04_20220726072500_00386.jpg,tl,03:13.00,car,5,t,0
